GeneID,GeneSymbol,GeneBiotype,VH09_S40,VH06_S37,VH03_S34,VH02_S33,VH10_S41,VH11_S42,VH07_S38,VH04_S35,VH05_S36,VH12_S43,VH08_S39,VH01_S32
ENSMUSG00000102651,Gm37080,TEC,118,18,51,86,63,57,64,37,8,101,72,102
ENSMUSG00000102448,Gm37101,TEC,268,75,139,249,202,170,154,120,51,284,142,243
ENSMUSG00000100459,Gm5833,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103152,Gm8790,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019230,Lhx9,protein_coding,5,7,8,11,5,6,15,5,7,1,17,7
ENSMUSG00000079283,2310009B15Rik,protein_coding,208,242,190,157,151,152,279,164,176,200,202,155
ENSMUSG00000099808,1700019P21Rik,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065275,n-R5s217,rRNA,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000103850,Gm3933,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102365,Gm37045,TEC,11,0,6,0,2,4,4,2,0,2,0,2
ENSMUSG00000056268,Dennd1b,protein_coding,2868,1301,1980,2055,1827,2164,2362,1539,1006,2130,1987,2069
ENSMUSG00000104436,Gm37423,processed_transcript,215,87,178,135,129,155,165,119,62,151,158,155
ENSMUSG00000104900,4930596I21Rik,sense_intronic,65,25,42,57,50,46,59,29,9,63,49,59
ENSMUSG00000102626,Gm18553,processed_pseudogene,95,63,62,62,60,65,103,50,48,66,75,70
ENSMUSG00000085361,Gm16305,processed_pseudogene,50,37,38,31,46,43,40,30,24,36,33,49
ENSMUSG00000102157,Gm37470,TEC,184,64,128,130,106,122,127,102,30,121,151,113
ENSMUSG00000105936,Gm43544,TEC,124,36,98,80,65,79,78,59,14,107,67,81
ENSMUSG00000102451,Gm37655,TEC,219,40,119,159,126,122,155,58,26,132,114,116
ENSMUSG00000085481,Gm16304,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102243,Gm37718,TEC,153,65,101,102,102,105,136,83,22,84,120,102
ENSMUSG00000063681,Crb1,protein_coding,22,13,26,3,10,38,38,20,11,12,16,11
ENSMUSG00000103844,4933436E23Rik,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102661,Gm34816,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033964,Zbtb41,protein_coding,1541,811,1607,1377,1184,1334,1862,1190,497,1475,1548,1259
ENSMUSG00000033952,Aspm,protein_coding,1127,1391,2209,1603,1516,1056,2336,1966,1037,1208,2160,769
ENSMUSG00000026368,F13b,protein_coding,0,0,2,0,0,1,1,0,0,0,0,1
ENSMUSG00000057037,Cfhr1,protein_coding,3,0,0,0,2,3,0,0,0,0,0,0
ENSMUSG00000090623,Cfhr3,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096117,Gm26271,snRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000070594,Gm4788,protein_coding,15,3,7,7,7,5,6,6,1,11,3,14
ENSMUSG00000095393,Gm25619,snRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033898,Cfhr2,protein_coding,3,0,1,1,1,7,1,0,0,5,0,3
ENSMUSG00000089991,Gm16332,unprocessed_pseudogene,23,3,6,19,11,13,5,22,0,17,6,16
ENSMUSG00000104496,Gm5837,processed_pseudogene,8,1,3,12,11,1,5,8,7,9,6,11
ENSMUSG00000085867,Gm5834,unprocessed_pseudogene,12,3,4,26,16,9,4,12,2,24,8,25
ENSMUSG00000102905,Gm38266,processed_pseudogene,7,4,2,12,6,1,5,8,2,7,3,19
ENSMUSG00000087930,Gm26048,snoRNA,2,0,0,6,1,1,0,4,2,1,0,6
ENSMUSG00000103691,Gm38019,processed_pseudogene,14,0,4,13,5,6,4,0,0,12,2,6
ENSMUSG00000026365,Cfh,protein_coding,3280,580,1337,2125,1776,1924,1360,1277,334,2845,959,2997
ENSMUSG00000052726,Kcnt2,protein_coding,67,6,19,11,15,42,23,12,4,7,4,7
ENSMUSG00000102698,Gm37777,TEC,17,0,1,1,5,9,4,0,0,4,0,0
ENSMUSG00000102368,4930590L20Rik,antisense_RNA,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000102500,Gm37371,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095238,Gm4845,processed_pseudogene,1,0,0,0,0,1,0,0,0,1,0,0
ENSMUSG00000093879,Gm25457,snRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089418,Gm22016,misc_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102740,Gm37599,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104147,Gm37142,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103858,Gm37604,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099671,Gm18183,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103890,Gm28724,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101909,Gm28724,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102818,Gm37796,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101795,Gm5835,processed_pseudogene,10,5,16,6,16,8,14,5,6,11,12,10
ENSMUSG00000026361,Cdc73,protein_coding,3309,1064,2113,2323,1991,2152,2324,1427,607,2542,1973,2436
ENSMUSG00000033849,B3galt2,protein_coding,820,277,614,615,500,644,699,376,149,704,621,638
ENSMUSG00000089640,Gm6397,processed_pseudogene,31,14,32,18,16,17,19,19,11,30,25,29
ENSMUSG00000018196,Glrx2,protein_coding,999,416,750,632,626,689,805,530,250,823,726,807
ENSMUSG00000018199,Trove2,protein_coding,3472,1510,3274,2649,2573,2789,3413,2444,1011,3150,2995,2514
ENSMUSG00000018189,Uchl5,protein_coding,461,172,322,401,319,267,399,265,123,363,318,327
ENSMUSG00000100455,Gm29170,sense_intronic,149,112,165,143,145,106,162,108,56,145,102,115
ENSMUSG00000088323,Gm25663,snoRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026360,Rgs2,protein_coding,3174,1915,2328,2652,2422,1613,3177,2417,1614,3467,2562,3688
ENSMUSG00000051079,Rgs13,protein_coding,4,0,3,5,3,0,1,4,0,0,1,0
ENSMUSG00000100389,Rbm6-ps2,processed_pseudogene,1,0,0,3,3,0,0,0,0,1,0,0
ENSMUSG00000026358,Rgs1,protein_coding,162,8,15,107,72,69,21,21,6,109,26,122
ENSMUSG00000100441,Gm7266,processed_pseudogene,0,0,0,5,0,0,0,0,0,2,2,0
ENSMUSG00000098509,Rgs21,protein_coding,0,0,0,1,0,0,0,0,0,2,0,0
ENSMUSG00000088096,Gm23672,snRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026357,Rgs18,protein_coding,72,18,30,53,46,71,47,21,6,58,24,18
ENSMUSG00000101049,Gm8856,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065787,Gm22681,snRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096352,Gm25708,miRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099617,Gm6550,processed_pseudogene,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000097130,Gm5262,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088579,Gm25460,snoRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101661,Gm28392,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103055,Gm38269,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099964,Gm29514,antisense_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090323,Gm5263,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102403,Gm38187,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035131,Brinp3,protein_coding,9,0,1,2,0,7,1,0,0,1,1,0
ENSMUSG00000080078,Gm15583,processed_pseudogene,5,0,2,1,3,2,3,2,2,3,5,4
ENSMUSG00000087627,A230059L01Rik,processed_transcript,5,3,4,4,6,6,16,3,0,6,7,13
ENSMUSG00000085822,Gm15584,antisense_RNA,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104269,Gm37749,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102134,Gm9931,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100380,Gm17867,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104331,Gm38284,TEC,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000101973,Gm29516,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000099629,Gm29515,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088582,Gm22966,snoRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101208,Gm19891,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101735,Gm18505,processed_pseudogene,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000099842,Gm4034,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101074,Gm29022,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101564,Gm5703,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082588,Gm15443,processed_pseudogene,15,13,16,13,21,17,18,14,6,23,25,21
ENSMUSG00000100917,Gm18751,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102074,Gm29020,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101457,Gm18701,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102314,Gm37630,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102309,Gm38189,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101011,Gm29398,lincRNA,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000103724,Gm37096,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104036,Gm37775,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088167,Gm23535,snRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084532,n-R5s218,rRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000056220,Pla2g4a,protein_coding,652,179,323,443,407,417,380,261,134,506,264,463
ENSMUSG00000077516,n-R5s219,rRNA,0,0,1,3,0,1,0,2,0,0,0,0
ENSMUSG00000099701,Gm19136,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104812,Gm44329,miRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097028,Ptgs2os,processed_transcript,16,6,13,19,7,7,13,17,4,11,6,12
ENSMUSG00000032487,Ptgs2,protein_coding,181,46,123,346,110,116,161,96,29,299,88,302
ENSMUSG00000101199,Gm9687,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000097754,Ptgs2os2,lincRNA,36,9,20,34,14,10,25,17,10,41,23,29
ENSMUSG00000099875,Rbm3-ps,processed_pseudogene,5,6,0,3,1,3,6,3,1,5,4,2
ENSMUSG00000100690,Gm4322,processed_pseudogene,1,0,1,1,0,1,1,1,0,0,1,1
ENSMUSG00000006007,Pdc,protein_coding,0,0,0,2,0,0,0,0,0,0,0,2
ENSMUSG00000099447,2310030A07Rik,antisense_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102990,Gm37764,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000006010,BC003331,protein_coding,1136,447,793,696,759,810,949,679,262,827,787,868
ENSMUSG00000006005,Tpr,protein_coding,8782,4694,6285,6107,6060,6188,7436,5127,3319,6954,6421,6696
ENSMUSG00000006014,Prg4,protein_coding,171,31,73,108,111,107,71,53,27,105,72,129
ENSMUSG00000101519,Ska2l-ps,processed_pseudogene,0,1,0,1,0,0,0,0,0,1,1,1
ENSMUSG00000066842,Hmcn1,protein_coding,22310,23490,32193,20085,18180,20441,35219,26482,16880,23041,36292,23874
ENSMUSG00000093650,Gm20631,antisense_RNA,246,293,498,131,213,270,579,408,166,174,574,201
ENSMUSG00000099622,Gm29188,lincRNA,0,0,0,2,0,1,4,0,0,0,0,1
ENSMUSG00000096851,Gm22756,snRNA,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000102628,Gm37671,TEC,1,0,1,1,0,0,0,0,0,0,0,0
ENSMUSG00000100595,Gm19087,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097426,Gm8941,processed_pseudogene,1,1,2,0,1,3,3,0,0,2,1,0
ENSMUSG00000102095,C730036E19Rik,lincRNA,1,0,3,0,2,0,0,1,0,0,2,0
ENSMUSG00000114212,AC113282.1,protein_coding,4,0,0,0,1,0,1,1,0,1,0,1
ENSMUSG00000114943,AC113282.5,protein_coding,1,0,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000114694,AC113282.4,protein_coding,0,1,0,1,0,0,0,0,1,0,0,0
ENSMUSG00000114582,AC113282.2,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000114591,AC113282.3,protein_coding,1,0,0,0,0,0,1,0,0,0,0,2
ENSMUSG00000088498,Gm24402,snRNA,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000100954,Gm10138,antisense_RNA,158,165,114,106,133,125,154,112,144,126,95,167
ENSMUSG00000023150,Ivns1abp,protein_coding,7053,4111,5654,4821,4848,5263,6982,4411,2973,6085,5678,6011
ENSMUSG00000052748,Swt1,protein_coding,3164,851,1492,2481,1676,1678,1653,1210,433,2837,1314,2658
ENSMUSG00000053286,Trmt1l,protein_coding,1199,714,934,891,950,906,1085,735,627,1061,934,899
ENSMUSG00000106406,Mir7682,miRNA,5,0,16,2,2,5,7,2,0,13,3,10
ENSMUSG00000103928,Gm37893,TEC,251,80,217,178,220,160,262,147,54,216,170,212
ENSMUSG00000026484,Rnf2,protein_coding,2064,642,1270,1501,1294,1280,1536,981,289,1638,1259,1466
ENSMUSG00000103238,Gm36527,TEC,405,143,306,266,255,212,275,262,91,310,210,324
ENSMUSG00000100981,Gm29072,processed_pseudogene,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000100551,Gm19503,processed_pseudogene,1,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000100357,Gm28181,lincRNA,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000026483,Fam129a,protein_coding,2605,2157,3578,2200,2254,2405,3847,2735,2192,2150,3409,1972
ENSMUSG00000100594,2810414N06Rik,lincRNA,7,4,20,8,10,8,9,6,3,4,13,11
ENSMUSG00000043019,Edem3,protein_coding,3164,2010,2804,2475,2278,2433,3179,2063,1470,2756,2664,2621
ENSMUSG00000032666,1700025G04Rik,protein_coding,2476,1102,1443,2185,1952,1756,1786,1342,913,2314,1556,2393
ENSMUSG00000084557,Gm25279,snRNA,0,0,1,2,0,0,1,0,0,4,0,1
ENSMUSG00000100685,Gm28610,antisense_RNA,2,0,0,5,5,1,0,0,0,1,1,4
ENSMUSG00000102090,Gm8964,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103744,Gm38238,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000014980,Tsen15,protein_coding,461,292,455,317,363,315,508,325,152,385,407,363
ENSMUSG00000032649,Colgalt2,protein_coding,343,324,355,277,261,297,427,231,250,327,394,348
ENSMUSG00000080878,Gm15618,processed_pseudogene,11,4,7,6,4,7,13,8,5,15,15,10
ENSMUSG00000026482,Rgl1,protein_coding,4528,2587,3381,3288,3314,3253,3950,3220,2272,3935,3462,3768
ENSMUSG00000086145,Gm15479,sense_intronic,0,3,6,0,4,13,7,2,1,1,5,3
ENSMUSG00000080950,Gm7278,processed_pseudogene,13,4,11,6,9,10,15,9,5,16,10,7
ENSMUSG00000099868,Gm28792,sense_intronic,5,1,1,4,2,2,1,2,1,2,5,1
ENSMUSG00000055547,Apobec4,protein_coding,14,7,12,14,17,25,31,14,7,15,11,18
ENSMUSG00000008475,Arpc5,protein_coding,6571,2761,3302,4269,3970,4173,3789,2720,2250,5114,2988,4668
ENSMUSG00000026480,Ncf2,protein_coding,2351,443,590,1108,1161,1890,739,495,359,1695,517,1525
ENSMUSG00000042772,Smg7,protein_coding,3683,1861,2764,3095,2625,2655,3151,2036,1462,3308,2933,3029
ENSMUSG00000100394,Gm28791,sense_intronic,161,125,146,139,120,132,202,120,74,174,164,158
ENSMUSG00000103840,1700040K01Rik,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100702,Gm8976,processed_pseudogene,0,0,1,0,0,1,0,0,0,0,0,0
ENSMUSG00000042751,Nmnat2,protein_coding,403,385,513,434,320,353,610,353,334,469,520,473
ENSMUSG00000099969,Gm28960,antisense_RNA,1,2,3,5,1,0,1,0,1,4,1,0
ENSMUSG00000026479,Lamc2,protein_coding,8075,6390,7235,7835,6546,7042,7896,6265,5856,8474,7176,7870
ENSMUSG00000026478,Lamc1,protein_coding,40102,32139,33343,37966,33837,31581,35845,28162,31132,41907,33895,40398
ENSMUSG00000103818,Gm38009,TEC,399,249,320,339,293,306,385,297,188,398,357,393
ENSMUSG00000079138,Gm8818,processed_pseudogene,226,106,163,160,168,172,173,142,56,215,200,180
ENSMUSG00000073538,E330020D12Rik,processed_transcript,26,13,29,6,16,17,40,25,16,9,34,9
ENSMUSG00000042708,Shcbp1l,protein_coding,72,19,44,73,36,59,49,31,12,54,55,68
ENSMUSG00000064435,Gm25588,snoRNA,4,0,0,3,0,2,2,0,1,1,1,1
ENSMUSG00000103543,Gm37669,TEC,7,2,0,9,5,6,5,0,1,19,3,17
ENSMUSG00000042699,Dhx9,protein_coding,7239,3840,6150,6047,4956,4866,6992,4803,2492,6110,5831,5609
ENSMUSG00000042684,Npl,protein_coding,82,39,68,72,88,89,61,62,26,75,40,69
ENSMUSG00000099858,Gm6652,processed_pseudogene,5,0,3,7,2,3,1,3,1,2,4,5
ENSMUSG00000042671,Rgs8,protein_coding,59,36,63,49,39,19,41,43,26,75,50,64
ENSMUSG00000100945,Gm29529,antisense_RNA,0,1,0,0,0,0,0,0,3,0,0,2
ENSMUSG00000102404,5530400K19Rik,TEC,4,0,0,0,1,2,0,1,0,0,0,0
ENSMUSG00000100334,C230024C17Rik,lincRNA,11,0,3,9,3,8,4,2,1,13,4,10
ENSMUSG00000026475,Rgs16,protein_coding,295,132,171,401,190,159,193,174,109,437,168,478
ENSMUSG00000099568,Gm28513,antisense_RNA,8,1,6,2,4,4,3,1,2,1,5,2
ENSMUSG00000066800,Rnasel,protein_coding,1981,1220,1475,1405,1310,1529,1821,1581,1194,1631,1742,1709
ENSMUSG00000100183,Gm28512,sense_intronic,151,77,146,103,98,111,201,137,51,127,197,134
ENSMUSG00000042641,Rgsl1,protein_coding,29,3,9,13,8,12,4,7,3,13,6,6
ENSMUSG00000045968,Teddm2,protein_coding,206,36,45,103,124,75,39,61,36,166,36,146
ENSMUSG00000043282,Teddm1b,protein_coding,6,0,2,6,5,5,0,7,1,9,0,6
ENSMUSG00000102459,Gm38352,TEC,16,3,11,12,12,13,7,11,3,6,5,16
ENSMUSG00000047053,Teddm1a,protein_coding,5,2,3,5,1,3,2,1,2,7,1,5
ENSMUSG00000099227,Mir8114,miRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026473,Glul,protein_coding,26689,5388,6411,18194,15918,13221,8078,7606,4507,20996,6180,22199
ENSMUSG00000100014,Gm29290,lincRNA,0,0,0,0,0,0,0,0,0,0,1,1
ENSMUSG00000101903,Gm29291,lincRNA,2,0,0,1,1,4,0,0,0,3,0,1
ENSMUSG00000100502,Gm28286,lincRNA,9,5,3,3,4,6,5,1,0,5,3,8
ENSMUSG00000100627,A830008E24Rik,lincRNA,50,3,2,9,6,14,0,5,1,7,5,9
ENSMUSG00000088669,Gm25336,snoRNA,0,0,0,0,0,0,0,0,0,0,0,3
ENSMUSG00000066797,Zfp648,protein_coding,0,0,0,0,1,2,1,2,1,1,0,0
ENSMUSG00000099933,4930452N14Rik,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100221,4930532M18Rik,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000064860,n-R5s220,rRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000100031,Gm18727,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004110,Cacna1e,protein_coding,300,188,224,183,237,308,235,285,166,279,257,257
ENSMUSG00000101880,Gm29282,lincRNA,2,7,4,7,4,5,4,5,3,10,6,4
ENSMUSG00000101433,Gm29441,processed_pseudogene,2,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000096950,Gm9530,lincRNA,29,32,36,26,27,27,29,25,25,33,28,17
ENSMUSG00000056708,Ier5,protein_coding,2101,3311,2029,1583,1658,2150,2605,1626,3677,2431,1813,1663
ENSMUSG00000026471,Mr1,protein_coding,619,323,663,439,432,613,724,594,234,536,576,470
ENSMUSG00000026470,Stx6,protein_coding,4015,2585,2915,3543,2931,2838,3595,2525,2277,4056,3108,4149
ENSMUSG00000104181,Gm8850,processed_pseudogene,178,117,97,121,115,113,120,109,107,151,128,131
ENSMUSG00000033722,BC034090,protein_coding,722,872,1011,606,681,731,1040,752,892,711,1054,749
ENSMUSG00000103670,Gm37622,antisense_RNA,14,18,23,10,14,13,15,17,10,16,21,11
ENSMUSG00000026469,Xpr1,protein_coding,2802,1372,2716,1805,1702,2414,2707,1809,894,2083,2593,2142
ENSMUSG00000093286,Gm22569,miRNA,10,15,4,6,2,4,3,3,4,4,6,2
ENSMUSG00000073535,Gm5532,lincRNA,10,1,28,20,9,8,6,5,4,15,14,11
ENSMUSG00000033701,Acbd6,protein_coding,1028,666,758,745,836,728,921,734,596,937,753,895
ENSMUSG00000026468,Lhx4,protein_coding,6,5,1,6,5,1,2,2,0,5,1,10
ENSMUSG00000103180,Gm37089,processed_pseudogene,1,0,0,0,0,1,0,0,0,0,1,0
ENSMUSG00000033684,Qsox1,protein_coding,8232,2129,2760,4170,4289,4381,3096,2439,2381,5759,2833,5294
ENSMUSG00000102299,Gm37539,TEC,24,4,8,16,5,5,8,5,1,19,4,26
ENSMUSG00000102558,Gm37571,antisense_RNA,24,5,20,13,19,15,17,3,0,20,26,15
ENSMUSG00000033671,Cep350,protein_coding,7373,4010,5979,5768,5228,6074,6605,4744,3151,6238,6294,5890
ENSMUSG00000103717,Gm38038,processed_pseudogene,36,10,21,24,10,9,22,7,2,23,19,15
ENSMUSG00000103771,Gm36934,processed_pseudogene,37,19,27,23,16,25,10,16,5,25,24,26
ENSMUSG00000102837,Gm37383,TEC,59,27,52,45,32,40,52,53,18,46,47,30
ENSMUSG00000077419,Gm23744,snRNA,14,2,5,6,5,6,10,1,0,3,6,7
ENSMUSG00000102833,Gm9694,TEC,4,4,2,7,3,1,2,1,7,1,3,4
ENSMUSG00000026466,Tor1aip1,protein_coding,2564,947,1528,2411,1598,1607,1624,1269,653,1963,1481,2075
ENSMUSG00000102964,9430034N14Rik,TEC,427,170,312,434,334,314,369,252,142,403,268,390
ENSMUSG00000050565,Tor1aip2,protein_coding,4767,2044,3390,4725,3497,3219,3863,2482,1371,4306,3141,4003
ENSMUSG00000015484,Fam163a,protein_coding,4,33,38,9,13,6,51,10,19,5,39,17
ENSMUSG00000102932,Gm38113,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060985,Tdrd5,protein_coding,38,59,85,13,29,36,106,37,35,15,100,27
ENSMUSG00000102372,A430050A11Rik,TEC,0,0,1,1,1,4,1,0,1,1,5,1
ENSMUSG00000103705,4930518J20Rik,antisense_RNA,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026602,Nphs2,protein_coding,16,5,8,13,15,3,8,9,6,5,6,6
ENSMUSG00000026601,Axdnd1,protein_coding,58,5,30,44,38,27,37,27,8,53,23,44
ENSMUSG00000078193,Gm2000,protein_coding,83,23,33,45,28,49,47,21,16,51,26,35
ENSMUSG00000026600,Soat1,protein_coding,5809,3336,5701,4533,4286,4910,6017,4131,2334,4866,5316,5011
ENSMUSG00000103199,Gm37648,TEC,136,49,139,65,83,126,144,111,46,78,139,83
ENSMUSG00000101523,Gm10031,protein_coding,29,21,16,19,22,16,23,18,8,23,31,14
ENSMUSG00000026596,Abl2,protein_coding,4146,1791,2810,3509,2734,2521,2893,2213,1460,3638,2787,3503
ENSMUSG00000104293,Gm38043,TEC,426,195,313,295,266,298,341,287,138,396,321,330
ENSMUSG00000060519,Tor3a,protein_coding,1428,787,975,2102,1220,1125,1181,883,724,1266,907,1117
ENSMUSG00000033557,Fam20b,protein_coding,2416,1356,1988,1660,1487,1874,2191,1488,1104,1791,1859,1703
ENSMUSG00000102961,Gm19918,TEC,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046057,Gm15428,processed_pseudogene,2,1,0,0,1,0,0,0,0,1,2,1
ENSMUSG00000026594,Ralgps2,protein_coding,1485,647,1318,680,859,1207,1422,805,528,757,1158,772
ENSMUSG00000101964,Gm28693,transcribed_processed_pseudogene,48,38,55,27,47,72,67,38,16,38,61,26
ENSMUSG00000033544,Angptl1,protein_coding,157,61,92,57,126,128,119,51,33,75,105,60
ENSMUSG00000103303,Gm37802,TEC,64,19,62,33,33,53,63,36,17,27,57,33
ENSMUSG00000102960,Gm37943,TEC,38,21,59,22,40,41,37,32,20,32,27,30
ENSMUSG00000101905,4930439D14Rik,antisense_RNA,20,16,10,5,8,14,16,8,13,11,11,6
ENSMUSG00000101768,Gm28694,lincRNA,5,0,0,0,1,0,0,2,2,3,1,0
ENSMUSG00000103325,Gm10531,TEC,4,1,5,2,1,7,8,1,0,1,3,2
ENSMUSG00000026592,Tex35,protein_coding,10,8,10,16,3,12,13,12,6,4,20,18
ENSMUSG00000109913,Gm30694,unitary_pseudogene,45,31,50,41,31,45,60,41,24,51,67,56
ENSMUSG00000070565,Rasal2,protein_coding,2511,2786,3257,1658,1901,2578,3891,2622,2367,2111,3561,2154
ENSMUSG00000102326,Gm37788,TEC,111,46,126,68,105,111,127,56,31,113,134,92
ENSMUSG00000102391,Gm37578,TEC,71,30,67,38,43,59,61,51,24,43,69,41
ENSMUSG00000087632,Gm6058,processed_pseudogene,103,77,98,62,89,73,140,73,50,107,104,55
ENSMUSG00000103808,Gm37060,TEC,240,202,252,130,202,191,316,186,94,235,237,153
ENSMUSG00000049881,2810025M15Rik,transcribed_processed_pseudogene,432,546,655,313,413,452,750,529,446,520,691,397
ENSMUSG00000033488,BC026585,protein_coding,368,448,367,297,332,342,525,372,366,390,435,330
ENSMUSG00000087093,Gm15486,antisense_RNA,9,3,3,1,2,0,2,4,1,2,3,3
ENSMUSG00000026589,Sec16b,protein_coding,412,252,309,219,259,312,336,264,230,316,283,280
ENSMUSG00000103021,Gm37682,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
